province,Name,Architectural_style,Era,Longitude,Latitude,Summary,Image,Contact Info,Opening Hours,Link
北京市,文天祥祠,古建筑,明至清,116.4039609,39.93448011,"北京文天祥祠:又名文丞相祠,坐落在东城区府学胡同63号,是南宋民族英雄文天祥当年遭囚禁和就义的地方。1376年明洪武九年建祠,现存大门、前殿、后殿。 江心寺文天祥祠:位于浙江温州江心屿。祠建于明成化十八年(1482年)文天祥就义200周年,占地面积821平方米。信国公文天祥祠:位于深圳南山区南头城现中山东路15号,是清嘉庆年间为纪念民族英雄文天祥修建的一座祠堂。这座具有纪念意义的古迹,是南头城中保存最为完整并规模最大的古建筑。南通文天祥祠:位于南通市东华塔陵园东侧。2008年,崇川区政府恢复重建了文天祥祠。
文天祥,字履善,号文山,南宋德佑二年(1276年)任右丞相。1278年元兵进犯,奋力抗元,后兵败被俘,掳至大都,囚禁在兵马司土牢达四年。文天祥面对元统治者的软硬兼施、恩威并用毫不动摇,誓死不降,在狱中写下了千古不朽的正气歌,凛然正气表现了他的民族气节。
北京文天祥祠坐落在东城区府学胡同63号,明清两代为祭祀南宋抗元英雄文天祥 ,将当年文天祥被囚禁的土牢旧址扩大改建而成,至今仍保持明代的建筑风格。1984年10月对外开放。祠堂坐南,由大门、过厅、堂屋等三部分组成,面积近600平方",https://r1.visitbeijing.com.cn/vbj-s/2013/0328/20130328101932311.jpg,6401 4968,,https://s.visitbeijing.com.cn/attraction/118155
北京市,普度寺,古建筑,清,116.3984148,39.91203284,,,,,
北京市,克勤郡王府,古建筑,清,116.3630373,39.9031926,克勤郡王府是国家重点文物保护单位，为清代现存规模较好的一座王府，此府是顺治年间所建。原占地面积不大，平面布局与王府规制尚符。克勤王府历经了清王朝由鼎盛而至衰亡的历史进程，承载了极其丰富的历史文化信息。 清室覆亡后，府邸的产权曾归属辅熊希龄，21世纪初，克勤郡王府修葺一新，恢复昔日风貌。府路南影壁尚存，府前部只存东翼楼。后部的内门、后寝与东西配房、后罩房均保存完整。西部跨院也存大部原有建筑。,https://r1.visitbeijing.com.cn/vbj-s/2017/0814/20170814022855869.jpg,,,https://s.visitbeijing.com.cn/attraction/120794
北京市,东堂,近现代重要史迹及代表性建筑,清,116.4101171,39.92695235,,,,,
北京市,基督教中华圣公会教堂,近现代重要史迹及代表性建筑,清,116.3669335,39.92000114,,,,,
北京市,京张铁路南口段至八达岭段,近现代重要史迹及代表性建筑,清至民国,115.9980636,40.35699144,,,,,
北京市,通州近代学校建筑群,近现代重要史迹及代表性建筑,清至民国,116.6505503,39.90884394,,,,,
北京市,西交民巷近代银行建筑群,近现代重要史迹及代表性建筑,清至民国,116.3791305,39.90066251,,,,,
北京市,辅仁大学本部旧址,近现代重要史迹及代表性建筑,清至民国,116.377205,39.93375057,,,,,
北京市,盛新中学与佑贞女中旧址,近现代重要史迹及代表性建筑,民国,116.3596546,39.91091174,,,,,
北京市,四九一电台旧址,近现代重要史迹及代表性建筑,1918年,116.5710599,39.89181352,,,,,
北京市,李大钊旧居,近现代重要史迹及代表性建筑,1920～1924年,116.3596546,39.91091174,"李大钊故居位于北京市西城区文华胡同24号，北京市级文物保护单位，西城区爱国主义教育基地。李大钊于1916年夏至1927年春在北京工作生活10年，先后居住过8个地方。1920年春至1924年1月，李大钊及其家人在原石附马大街后宅35号(今西城区文华胡同24号)北院居住，这是他在故乡之外与家人生活时间最长的一处居所。1979年被公布为北京市文物保护单位。
　　故居为一小三合院，占地面积约550平方米，有北房3间，东、西耳房各2间，东、西厢房各3间。其中北房东屋为李大钊夫妇的卧室，东耳房为李大钊的长女李星华的卧室，东厢房北间为李大钊长子李葆华的卧室，南间是客房。西厢房为李大钊的书房。
　　党史专家一致认为，北京李大钊故居是李大钊传播马克思主义、创办中国共产党、领导北方工人运动、促成第一次国共合作等一系列革命实践活动最具代表性的历史见证。
　　李大钊所提出的关于中国革命的性质、任务、特点等一系列论述，为中国共产党开创了把马克思主义与中国革命具体实践相结合的光辉先例，他的大量论著，有待于我们继续进行深入的探索和研究。",https://r1.visitbeijing.com.cn/vbj-s/2012/1208/20121208011655278.jpg,010-66089208,,https://s.visitbeijing.com.cn/attraction/101784
北京市,长辛店二七大罢工旧址,近现代重要史迹及代表性建筑,1923年,116.2013631,39.82223153,,,,,
北京市,基督教中华圣经会北京分会旧址,近现代重要史迹及代表性建筑,1928年,116.3716583,39.91334435,,,,,
北京市,北京大学地质学馆旧址,近现代重要史迹及代表性建筑,1935年,116.2993743,39.9882081,,,,,
北京市,焦庄户地道战遗址,近现代重要史迹及代表性建筑,1943年,116.8641478,40.23272285,,,,,
北京市,梅兰芳旧居,近现代重要史迹及代表性建筑,1951～1961年,116.3596546,39.91091174,,,,,
北京市,琉璃河遗址,古遗址,西周,116.1105712,39.60557756,,,,,
北京市,法海寺,古建筑,明,116.1531633,39.94017751,,,,,
北京市,圆明园遗址,古遗址,清,116.2908589,40.00752469,"圆明园坐落在北京西郊海淀区，与颐和园紧相毗邻。它始建于康熙46年(1709年)，亦称“圆明三园”，是圆明园及其附园长春园、万春园的统称，是清代行宫式御园，占地350公顷(5200余亩)，其中水面面积约140公顷(2100亩)，有园林风景百余处，是清朝帝王在150余年间创建和经营的一座大型皇家宫苑。
　　“圆明园”由康熙皇帝命名。“圆明”是雍正皇帝自皇子时期一直使用的佛号。康熙皇帝在把园林赐给胤禛(后为雍正皇帝)时，亲题园名为“圆明园”正是取意于此。雍正皇帝解释说“圆明”二字的含义是：“圆而入神，君子之时中也;明而普照，达人之睿智也。”意思是说，“圆”是指个人品德圆满无缺，超越常人;“明”是指政治业绩明光普照，完美明智。
　　圆明园继承了中国三千多年的优秀造园传统，既有宫廷建筑的雍容华贵，又有江南水乡园林的委婉多姿，同时，又吸取了欧洲的园林建筑形式，把不同风格的园林建筑融为一体，在整体布局上使人感到和谐完美，体现了中国古代造园艺术之精华，是当时最出色的一座大型园林。乾隆皇帝说它：“实天宝地灵之区，帝王豫游之地，无以逾此”。圆明园不仅以园林著称，而且也是一座收藏相当丰富的皇家博物馆",https://r1.visitbeijing.com.cn/vbj-s/2015/1203/20151203052827223.jpg,010-62543673,开放时间：4 月1日至 10 月31日，公园大门 6:00 开园，7:00 开始售票，19:00停止售票、停止入园，21:00 闭园；西洋楼遗址景区 7:00 开门，19:00 停止进入，21:00 关门；盛时全景模型展景区 7:00 开门，19:00 关门11月1日至次年 3月31 日，公园大门 6:30 开园，7:00 开始现场售票，17:30 停止售票、停止入园，19:30 闭园；西洋楼遗址景区 7:00 开门，17:30 停止进入，19:30 关门；盛时全景模型展景区 7:00 开门，17:30 关门。,https://s.visitbeijing.com.cn/attraction/101422
北京市,银山塔林,古建筑,金至元,116.3228822,40.31663527,,,,,
北京市,天宁寺塔,古建筑,辽,116.3398201,39.89375372,,,,,
北京市,牛街礼拜寺,古建筑,明至清,116.3577035,39.88410587,,,,,
北京市,郭沫若故居,近现代重要史迹及代表性建筑,1963－1978年,116.3832359,39.93330974,,,,,
北京市,社稷坛,古建筑,明至清,116.3887069,39.90934789,,,,,
北京市,正阳门,古建筑,明至清,116.3916076,39.89929723,,,,,
北京市,太庙,古建筑,明至清,116.3930665,39.90715645,太庙是中国古代皇帝的宗庙。太庙在夏朝时称为“世室”，殷商时称为“重屋”，周称为“明堂”，秦汉时起称为“太庙”。最早太庙只是供奉皇帝先祖的地方。后来皇后和功臣的神位在皇帝的批准下也可以被供奉在太庙。太庙平面呈长方形，南北长475米，东西宽294米，共有三重围墙，由前、中、后三大殿构成三层封闭式庭园。大殿耸立于整个太庙建筑群的中心，面阔十一间，进深四间，建筑面积达2240平方米;重檐庑殿顶，三重汉白玉须弥座式台基，四周围石护栏;殿内的主要梁栋外包沉香木，别的建筑构件均为名贵的金丝楠木。,https://r1.visitbeijing.com.cn/vbj-s/2019/0712/20190712014001951.jpg,(010)65252189,开放时间：08：00-20：00,https://s.visitbeijing.com.cn/attraction/119894
北京市,京孔庙,古建筑,元至清,116.4085138,39.94425952,,,,,
北京市,崇礼住宅,古建筑,清,116.4186495,39.92867535,,,,,
北京市,北京市城东南角楼,古建筑,明,116.441858,39.907394,,,,,
北京市,北京宋庆龄故居,近现代重要史迹及代表性建筑,1963年,116.3065917,39.9980715,"宋庆龄同志故居坐落在北京风景秀丽的什刹海后海北沿。门前水天相映、碧波涟漪，堤岸杨柳轻扬，院内曲径回廊，楼堂亭榭；湖水环绕，山石嶙峋；绿树浓荫，花香四溢。是一处雍容典雅、幽静别致的庭园。故居占地面积两万多平方米，建筑面积约五千平方米。原是中国末代皇帝爱新觉罗·溥仪的父亲醇亲王载沣的府邸花园，也称西花园。
　　中华人民共和国成立后，党和政府就计划为宋庆龄在北京修建一处住所，但她一再逊谢。1962年，周恩来总理受党和政府的委托，亲自筹划，决定藉此王府花园，精心设计改造葺旧更新，在原来主体建筑迤西，接建一座“中西合璧”的二层主楼，作为宋庆龄的住所。1963年4月，宋庆龄迁居于此，1981年5月29日逝世，共在这里工作生活了18个春秋。1981年5月16日，全国人大常委会决定授予宋庆龄同志“中华人民共和国名誉主席”荣誉称号。1981年10月中央决定把此处住所命名为“中华人民共和国名誉主席宋庆龄同志故居”，并由国务院确定为全国重点文物保护单位。之后，在邓颖超、廖承志等中央领导同志的亲切关怀和直接领导下，对故居进行了全面修整，保留和恢复了宋庆龄生前工作、生活原貌，以其原状进行陈列，在全国范围内",https://r1.visitbeijing.com.cn/vbj-s/2015/0512/20150512020452549.jpg,010-64044205-815、010-64044205、010-64015256,夏令：9：00-17：30，17：00停止入场，周一固定闭馆冬令：9：00-16：30，周一固定闭馆,https://s.visitbeijing.com.cn/attraction/117034
北京市,恭王府及花园,古建筑,清,116.3800518,39.93541175,,,,,
北京市,皇史城,古建筑,明,116.3972336,39.90805469,,,,,
北京市,古观象台,古建筑,明至清,116.428117,39.9061689,,,,,
北京市,万佛堂、孔水洞石刻及塔,古建筑,隋、唐至明,115.9851954,39.78535394,,,,,
北京市,潭柘寺,古建筑,清,116.0485403,39.87555404,,,,,
北京市,碧云寺,古建筑,明、清,116.1871502,39.99568796,,,,,
北京市,十方普觉寺,古建筑,清,116.2054954,39.99253739,,,,,
北京市,景泰陵,古墓葬,明,116.2270359,40.02620771,,,,,
北京市,未名湖燕园建筑,近现代重要史迹及代表性建筑,近代,116.3040327,39.99347134,,,,,
北京市,清华大学早期建筑,近现代重要史迹及代表性建筑,近代,116.3155987,39.99558838,,,,,
北京市,大慧寺,古建筑,明,116.3197963,39.95005598,,,,,
北京市,白云观,古建筑,清,116.337711,39.89826857,,,,,
北京市,金中都水关遗址,古遗址,金,116.352667,39.86140501,,,,,
北京市,法源寺,古建筑,清,116.3637538,39.88311844,,,,,
北京市,先农坛,古建筑,明、清,116.3875951,39.87537969,,,,,
北京市,可园,古建筑,清,116.3954525,39.93507463,,,,,
北京市,景山,古建筑,明、清,116.3985817,39.92502786,,,,,
北京市,东交民巷使馆建筑群,近现代重要史迹及代表性建筑,近代,116.3999387,39.90097553,,,,,
北京市,孚王府,古建筑,清,116.4186913,39.92330464,"孚郡王府在东城区朝阳门内大街137号。最初是怡亲王的新府。因康熙皇帝第十三子怡亲王允祥死后，舍原府改建成贤良寺，皇帝又另赐此地给第二代嗣王弘晓，为和旧府有别，习惯称其为怡亲王新府。当传至第六代袭王载垣，与郑亲王端华等同为顾命大臣，被慈禧皇太后夺爵赐死，府邸被朝廷收回。道光皇帝幼子奕譓道光三十年(1850)封为孚郡王，同治三年(1864)迁出皇宫居住于此称孚郡王府。因其排行第九，俗称九爷府。奕譓死后，过继载澍为嗣，袭贝勒，因而此府也称澍贝勒府。街门原在朝内北小街。今之临街大门是民国年间所辟。为北京市重点保护文物。
孚王府,也叫孚郡王府，最初是怡亲王的新府。该府是世袭递降郡王府，位于东城区朝阳门内大街路北。因康熙皇帝第十三子怡亲王允祥死后，原府改建成贤良寺，皇帝又另赐此地给第二代嗣王弘晓，为与旧府有别，习惯称其为怡亲王新府。当传至第六代袭王载垣，与郑亲王端华等同为顾命大臣，被慈禧皇太后夺爵赐死，府邸被朝廷收回。道光皇帝幼子奕譓（读hui四声）道光三十年封为孚郡王，同治三年迁出皇宫居住于此称孚郡王府。因其排行第九，俗称九爷府。奕譓（读hui四声）死后，过继载澍为嗣，袭贝勒，因而此府也称澍贝",https://r1.visitbeijing.com.cn/vbj-s/2012/1210/20121210035935826.jpg,010-65130828,开放时间:全天,https://s.visitbeijing.com.cn/attraction/101708
北京市,清净化城塔,古建筑,清,116.5093631,39.95143915,,,,,
北京市,司马台段,古建筑,明,117.250725,40.65071967,,,,,
北京市,上宅遗址,古遗址,新石器时代,117.1148225,40.13927895,,,,,
北京市,醇亲王墓,古墓葬,清,116.0625524,40.08170126,,,,,
北京市,长椿寺,古建筑,清,116.357982,39.89104397,,,,,
北京市,智珠寺,古建筑,清,116.3978318,39.92692717,,,,,
北京市,北京湖广会馆,古建筑,清至民国,116.378176,39.88744382,,,,,
北京市,双清别墅,近现代重要史迹及代表性建筑,1949年,116.1884518,39.98745574,,,,,
北京市,原子能“一堆一器”旧址,近现代重要史迹及代表性建筑,1958年,116.1370326,39.74779657,,,,,
北京市,北京站车站大楼,近现代重要史迹及代表性建筑,1959年,116.4201988,39.9018139,,,,,
北京市,宋庆龄儿童科学技术馆,近现代重要史迹及代表性建筑,1986年,116.3131374,39.91137814,,,,,
北京市,金门闸,古建筑,清,116.2066374,39.81141713,,,,,
北京市,爨底下村古建筑群,古建筑,清,115.639859,39.99402521,,,,,
北京市,十字寺遗址,古遗址,元,115.8502304,39.72004585,,,,,
北京市,金陵,古墓葬,金,115.9158983,39.74860311,,,,,
北京市,大觉寺,古建筑,明至清,116.1003528,40.05137754,,,,,
北京市,承恩寺,古建筑,明至清,116.1586897,39.93435719,,,,,
北京市,辛亥滦州起义纪念园,近现代重要史迹及代表性建筑,民国,116.1745805,40.04749129,,,,,
北京市,健锐营演武厅,古建筑,清,116.2014678,39.98318433,,,,,
北京市,静明园,古建筑,清,116.2419793,39.99319029,"静明园位于北京市海淀区玉泉山小东门外,颐和园昆明湖西。占地75公顷，其中水面13公顷。为""三山五园""之一。金代始建芙蓉殿(亦名玉泉行宫)。明正德年间(1506～1521)建上下华严寺。清康熙十九年(1680)建行宫，初名澄心园，三十一年(1692)更名静明园。乾隆年间大规模扩建，形成""静明园十六景""，时为静明园鼎盛时期。
　　玉泉山，金、元以来的“燕京八景”之一，名曰“玉泉垂虹”，清乾隆时改称“泉趵突”，并赐为“天下第一泉”。玉泉山最早的建筑为金章宗避暑之所“芙蓉殿”，称玉泉行宫。玉峰塔，位于玉泉山主峰，为八角七级仿木构楼阁式石塔，高47.7米，""玉峰塔影""为十六景之一;华藏塔，为八角七级密檐式汉白玉石塔;澄照关，关上雉堞相连，高逾6米;楞伽洞，洞中大量清代密宗摩崖造像，艺术价值极高。 至明代正统年间，明英宗在此建上、下华严寺，及金山寺、崇真观、望湖亭等建筑。清康熙十九年(1680年)将玉泉山辟为行宫，名“澄心园”，康熙三十一年(1692年)改名为“静明园”。乾隆十五年(1750年)再次大加修葺，增建了玉峰塔等景观并命名了“静明园十六景”。其中“玉峰塔影”“裂帛湖光”“玉泉趵突”",https://r1.visitbeijing.com.cn/vbj-s/2016/0712/20160712031955451.jpg,暂无,开放时间：不对外开放,https://s.visitbeijing.com.cn/attraction/119057
北京市,万寿寺,古建筑,清,116.3049293,39.94489897,,,,,
北京市,清农事试验场旧址,近现代重要史迹及代表性建筑,清,116.3242664,39.93890359,,,,,
北京市,月坛,古建筑,明至清,116.3322994,39.9042342,,,,,
北京市,利玛窦和外国传教士墓地,古墓葬,明至清,116.3415193,39.92920029,,,,,
北京市,国民政府财政部印刷局旧址,近现代重要史迹及代表性建筑,清至民国,116.3511817,39.87519175,,,,,
北京市,北京鲁迅旧居,近现代重要史迹及代表性建筑,1924～1926年,116.352528,39.92443368,"北京市西城区阜成门内宫门口二条19号 ，是鲁迅1924 年至1926年在北京的住所。鲁迅(1881—1936)，原名周树人，浙江绍兴人，中国现代文学家、思想家。鲁迅一生撰写了许多著作，在此期间，他写下了《华盖集》、《续编华盖集》、《坟》、《野草》、《彷徨》等不朽作品，印行了《中国小说史略》、《热风》等著作，同时还主持编辑了《语丝》、《莽原》等周刊杂志。1979年，鲁迅故居被列为北京市文物保护单位。
北京阜成门内西三条21号鲁迅故居，是鲁迅1924年春自己设计改建的，同年5月搬来居住，一直到1926年8月，他离开北京，去到南方。1929年5月和1932年11月，鲁迅两次从上海回北京看望母亲，也是住在这里。",https://r1.visitbeijing.com.cn/vbj-s/2013/0105/20130105030051138.jpg,010-66164080,,https://s.visitbeijing.com.cn/attraction/118052
北京市,报国寺,古建筑,清,116.3534305,39.88898171,,,,,
北京市,安徽会馆,古建筑,清,116.3565905,39.88428233,,,,,
北京市,国立蒙藏学校旧址,近现代重要史迹及代表性建筑,清,116.3604715,39.92696776,,,,,
北京市,北京国会旧址,近现代重要史迹及代表性建筑,清至民国,116.3624736,39.89950942,,,,,
北京市,京师女子师范学堂旧址,近现代重要史迹及代表性建筑,清至民国,116.3651411,39.90294431,,,,,
北京市,广济寺,古建筑,清,116.3661051,39.92277467,,,,,
北京市,西什库教堂,近现代重要史迹及代表性建筑,清,116.3727965,39.92238814,,,,,
北京市,德胜门箭楼,古建筑,明至清,116.3732525,39.94848649,,,,,
北京市,醇亲王府,古建筑,清,116.3783382,39.94276264,醇亲王府位于后海北沿。前身是清初大学士明珠的宅第。乾隆五十四年封其十一子永瑆为成亲王，并将明珠府赐永瑆。随即按王府规制改建。此府传至毓橚时，被赐予醇亲王奕譞。奕譞的原王府在西城区太平湖东里(今中央音乐学院)。因光绪帝生于此府，成为潜邸，故光绪继位后醇王必须迁出。为区别，醇王原在太平湖的王府称南府，后海北沿的新王府称北府。,https://r1.visitbeijing.com.cn/vbj-s/2013/0108/20130108010010508.jpg,64044205,,https://s.visitbeijing.com.cn/attraction/118071
北京市,北平图书馆旧址,近现代重要史迹及代表性建筑,民国,116.3790905,39.92128308,,,,,
北京市,关岳庙,古建筑,清,116.3794671,39.94427173,,,,,
北京市,中南海,古建筑,明至清,116.3830219,39.92229677,,,,,
北京市,大栅栏商业建筑,近现代重要史迹及代表性建筑,清至民国,116.3865399,39.89251957,,,,,
北京市,京师大学堂分科大学旧址,近现代重要史迹及代表性建筑,清,116.394104,39.92398541,,,,,
北京市,孙中山行馆,近现代重要史迹及代表性建筑,1924～1925年,116.4046169,39.93225133,,,,,
北京市,元大都城墙遗址,古遗址,元,116.4057309,39.9747243,,,,,
北京市,地坛,古建筑,明至清,116.4066343,39.95222932,,,,,
北京市,协和医学院旧址,近现代重要史迹及代表性建筑,清至民国,116.4086673,39.90938883,,,,,
