Name,Summary,Image,Contact Info,Ticket Prices,Opening Hours,Latitude,Longitude,Link
乾清宫,乾清宫是内廷正殿，即民间所谓“后三宫（乾清宫、交泰殿、坤宁宫）中的第一座宫殿。乾清宫面阔9间，进深5间，高20米，重檐庑殿顶。殿的正中有宝座，两头有暖阁。乃明清十六个皇帝的寝宫： 明朝的十四个皇帝和清代的顺治、康熙两个皇帝，都以乾清宫为寝宫（自雍正始移居养心殿）。他们在这里居住，也在平时处理日常政务。,https://r1.visitbeijing.com.cn/vbj-s/2017/0818/20170818035252160.jpg,010-85007422,,08:30-16:00旺季/15:30淡季(周一闭馆),39.919387,116.389977,https://s.visitbeijing.com.cn/attraction/120825
北锣鼓巷,北锣鼓巷，安定门内大街西侧，呈南北走向。北起安定门西大街，南止鼓楼东大街，东与花园北巷、花园前巷、车辇店胡同、谢家胡同、分司厅胡同、北下洼子胡同、大经厂胡同、大经厂西巷相通，西与东绦胡同、千福巷、朗家胡同、纱络胡同、净土胡同、琉璃寺胡同、华丰胡同相通。全长866米，宽7米，沥青路面。,https://r1.visitbeijing.com.cn/vbj-s/2017/0816/20170816051223201.jpg,,,全天,39.942009,116.408755,https://s.visitbeijing.com.cn/attraction/120810
齐白石故居,齐白石先生在北京的故居一共有两处，一处是目前开放为纪念馆的雨儿胡同齐白石旧居纪念馆，一处是这里。故居室一座带跨院的三合院住宅，齐白石从50多岁到逝世前一直在此居住。故居中的3间北房是当年的“白石画屋”，因屋前安有铁栅栏，又称“铁栅屋”。北房檐下悬挂有齐白石篆刻的长3.3米、高0.84米的篆体“白石画屋”横匾，大字尚依稀可见。,https://r1.visitbeijing.com.cn/vbj-s/2017/0922/20170922032128388.jpg,,,全天,39.91482,116.365046,https://s.visitbeijing.com.cn/attraction/120921
漪澜堂,漪澜堂是北海公园琼华岛北侧的一组格局独特的庭院古建筑群，建于清乾隆十六年(1751年)。乾隆南巡时，在江苏镇江金山寺看到了“寺包山”的建筑特色——寺庙围着山建，于是仿照金山寺，在北海琼华岛建成“屋包山”的漪澜堂——整个景区用临水长廊围起，突出文人情怀，而减少宗教色彩。漪澜堂背依琼华岛，面临太液池，整组建筑占地面积6783平方米，建筑面积563平方米。景区内包括漪澜堂、碧照楼、道宁斋、远帆阁、晴栏花韵、戏台等主要建筑。其中，道宁斋为清代皇帝与御用文人吟诗咏文之地；漪澜堂为乾隆帝读书之处；晴栏花韵为看戏房。碧照楼在中段游廊东侧，远帆阁在中段游廊西侧，楼为两层，为登高赏景之所。,https://r1.visitbeijing.com.cn/vbj-s/2017/0914/20170914051555796.jpg,,,08:30-18:00,39.926417,116.3885,https://s.visitbeijing.com.cn/attraction/120907
北海白塔,"北海白塔，位于北京北海公园琼华岛上 ，建于清初顺治八年(1651)，是一座藏式喇嘛塔，也是北海的标志性景点。北海白塔据建塔石碑记载，当时""有西域喇嘛者，欲以佛教阴赞皇猷，请立塔寺，寿国佑民""，得到皇帝的恩准，于是修建了永安寺和白塔。塔高35.9 米，上圆下方，富有变化，为须弥山座式，塔顶设有宝盖、宝顶，并装饰有日、月及火焰花纹，以表示“佛法”象日、月那样光芒四射，永照大地。",https://r1.visitbeijing.com.cn/vbj-s/2017/0912/20170912050022416.jpg,010-64037972,,08:30-18:00,39.926417,116.3885,https://s.visitbeijing.com.cn/attraction/120900
北京京报馆旧址,《京报》1918年创刊，原址在宣武门外珠巢街，1920年迁至于此。邵飘萍，浙江东阳人，是《京报》的创始人，近代著名新闻工作者。创办《京报》，宗旨是宣传进步思想，反对封建军阀制度，客观介绍马克思主义理论等进步思想。他大力提倡新闻救国，利用报刊来唤醒人民的觉悟。1926年遭反动军阀杀害。毛泽东同志高度评价邵飘萍是具有热情理想和优良品质的人。1984年，京报馆被列为北京市文物保护单位。,https://r1.visitbeijing.com.cn/vbj-s/2017/0825/20170825044612462.jpg,,,全天,39.891097,116.380704,https://s.visitbeijing.com.cn/attraction/120849
林白水故居,林白水故居为北京原宣武区区级文物保护单位。位于原宣武区棉花头条（见棉花胡同）。2002年中国网通盖办公大楼时将其拆除。后在全国新闻界朋友、北京市宣武区文化博物馆等各界的呼吁下，林白水故居在网通大厦旁边重建。,https://r1.visitbeijing.com.cn/vbj-s/2017/0825/20170825034315564.jpg,,,全天,39.891789,116.378286,https://s.visitbeijing.com.cn/attraction/120847
谭嗣同故居,原湖南浏阳会馆，是谭嗣同1898年在京时的住所。谭嗣同的生所与死处近在咫尺，谭嗣同的故居简单醒目的坐落在菜市口的边缘。 沿菜市口大街西边往南走几十步远，人行道边上的一个土坡之上，便是标识了“谭嗣同故居”牌子的四合院，现在的北半截胡同41号，当年的“浏阳会馆”。红墙灰檐下堆满了杂物，门墩上红漆点染了几道，仿佛斑斑血迹。整条胡同已拆除大半，只剩下这个小院及邻近的几间房舍，立在宽阔的马路边分外扎眼。,https://r1.visitbeijing.com.cn/vbj-s/2017/0825/20170825033154709.jpg,,,全天,39.886434,116.37403,https://s.visitbeijing.com.cn/attraction/120846
克勤郡王府,克勤郡王府是国家重点文物保护单位，为清代现存规模较好的一座王府，此府是顺治年间所建。原占地面积不大，平面布局与王府规制尚符。克勤王府历经了清王朝由鼎盛而至衰亡的历史进程，承载了极其丰富的历史文化信息。 清室覆亡后，府邸的产权曾归属辅熊希龄，21世纪初，克勤郡王府修葺一新，恢复昔日风貌。府路南影壁尚存，府前部只存东翼楼。后部的内门、后寝与东西配房、后罩房均保存完整。西部跨院也存大部原有建筑。,https://r1.visitbeijing.com.cn/vbj-s/2017/0814/20170814022855869.jpg,,,,39.904295,116.370852,https://s.visitbeijing.com.cn/attraction/120794
礼王府,礼王府位于西黄城根南街7号、9号。明代是崇祯皇帝的外戚周奎的私宅。清朝入关进驻北京之后，此地后为礼亲王、清太祖努尔哈赤次子、清初“八大铁帽子王”之一代善所有。此处府邸并非最初的礼亲王代善之府，而是代善之孙杰书袭封后择址新建的王府。杰书时称康亲王，故府亦称康王府。乾隆四十三年(1778)恢复礼王的封号，改称礼王府。嘉庆十二年(1807)府毁于火，由当时的礼亲王昭连集资于原址重建，即现存之邸。,https://r1.visitbeijing.com.cn/vbj-s/2017/0814/20170814025128598.jpg,,,,39.92135,116.37729,https://s.visitbeijing.com.cn/attraction/120793
北京庆王府,庆王府西城区定阜街3号。为清末再封庆亲王奕劻的王邸，庆王府当是在光绪十年(1884)晋封庆郡王后按王府规制改建，始称王府。王府建筑分3大部分。中央是主要殿堂，现只余后寝1座。东部亦已改建。现只西部尚基本保存完整。西部是王府的生活居住区，有三组并排的院落。原厅堂均有名称，悬有匾额。最后是一座二层楼，俗称梳妆楼或绣楼，现存三组院落，各有大门出入，1949年后，京津卫戍区司令部设此，为北京市重点保护文物。,https://r1.visitbeijing.com.cn/vbj-s/2017/0814/20170814041530146.jpg,,,,39.93548,116.38002,https://s.visitbeijing.com.cn/attraction/120792
郑王府,郑王府是北京市重点保护文物，为清代规模较大的一座王府，曾作为钟郡王奕诒的宅邸。清军入关，定鼎燕京。世祖以此第赐其从叔郑亲王济尔哈朗。郑王府的名称也因此得来。郑王府历经了清王朝由鼎盛而至衰亡的历史进程，承载了极其丰富的历史文化信息。 清室覆亡后，府邸的产权曾归属西什库天主教堂和中国大学；郑王府今为国家教育部址，中国教育基金会所在地。,https://r1.visitbeijing.com.cn/vbj-s/2017/0814/20170814044722547.jpg,,,,39.911634,116.370587,https://s.visitbeijing.com.cn/attraction/120791
鉴园遗址,鉴园遗址位于如园东北，西临长湖，东倚园墙，是一处园中园。乾隆三十二年仿扬州趣园而建。鉴园船坞，是长春园仅有的一座船坞，主要用于停泊帝后御用大型画舫。鉴园南侧有七孔板桥与如园相连，北侧为长春园大东门，亦称东楼门，清帝去承德、东陵和盘山多由此门出入。,https://r1.visitbeijing.com.cn/vbj-s/2017/0824/20170824035222733.jpg,010-62628501,,开放时间：7:00-17：00,40.007671,116.304407,https://s.visitbeijing.com.cn/attraction/120841
十三陵·定陵,定陵地下宫殿是中国著名地下建筑之一，在北京市昌平县天寿山南麓。地下建筑一般称“地下宫殿”（简称地宫），于1957年发掘。定陵的建筑主要有祾恩门、祾恩殿、明楼、宝城和地宫等部分。定陵的地宫位于明楼的正后部，是陵墓建筑中的主要部分，其中埋葬着朱翊钧和孝端、孝靖两个皇后。,https://r1.visitbeijing.com.cn/vbj-s/2017/0915/20170915035621169.jpg,010-60761424,,旺季8：00-17：30（停票时间），淡季8：30-17：00（停票时间）,40.223044,116.075565,https://s.visitbeijing.com.cn/attraction/120910
国子监街,"位于东城区西北部。东起雍和宫大街，西至安定门内大街。因国子监，故名.首届“中国历史文化名街”之一。
国子监街，元时已然形成。明时称“国子监孔庙”。清时称成贤街。民国以后称国子监。1965年称国子监街。国子监街立有四座牌楼，街口的东西两座，额枋曰“成贤街”，“文革”之中一度改名红日北路九条，后恢复原称。国子监街多平房民居，保存着旧京街巷风貌。1984年定为北京市级文物保护街。其周围的胡同，不少与国子监相关，诸如国学胡同，箭厂胡同等。
国子监街是北京仅存有牌楼的街道。街上有四座牌楼，东西街口各一座，额题“成贤街”，国子监附近左右各一座，额题“国子监”。国子监街上还有祀唐代大文学家韩愈的韩文公祠、始建于明代的火神庙、祀灶王爷的灶君庙。",https://r1.visitbeijing.com.cn/vbj-s/2017/0719/20170719042705486.jpg,,,,39.945539,116.407979,https://s.visitbeijing.com.cn/attraction/120690
长城大庄科段,大庄科段长城，与八达岭段长城同属“内长城”，其起点位于大庄科乡龙泉峪村东1.4公里处，同怀柔的水峪村长城相接；西行穿过S212路后转向西南，止于松树沟村东南0.7公里的断崖处，与昌平相邻。其走势基本按山势呈东西走向修筑而成。,https://r1.visitbeijing.com.cn/vbj-s/2017/0717/20170717051157467.jpg,,,,40.412967,116.276211,https://s.visitbeijing.com.cn/attraction/120685
斋堂城遗址,"斋堂城遗址 位于北京市门头沟区斋堂镇斋堂村，是东通京师、西达河北省至蒙古高原的大道，明代建城于此，扼守古道通途。城呈方形，长宽各1里。建于明万历后期。城有东西二门：东门城台尚存，额题""廓清""；西门额题""辑宁""。城内有3条东西走向的街道。嘉庆六年(1801)因清水河山洪泛滥，冲毁南部城墙。1937年东门顶楼失火烧毁，西城门1937年被日军拆除。",https://r1.visitbeijing.com.cn/vbj-s/2017/0718/20170718053636853.jpg,,,,39.971324,115.690963,https://s.visitbeijing.com.cn/attraction/120687
静心斋,静心斋原名镜清斋。在北海北岸，西邻天王殿。清乾隆二十二年（1757年）建，占地面积4700平方米，是皇太子的书斋，它以叠石为主景，周围配以各种建筑，亭榭楼阁，小桥流水，叠石岩洞，幽雅宁静，布局巧妙，体现了我国北方庭院园林艺术的精华，是一座建筑别致、风格独特的“园中之园”。,https://r1.visitbeijing.com.cn/vbj-s/2017/0829/20170829051302418.jpg,010-64037972,,旺季开放时间：6：00-21：00（4月1日-10月31日）淡季开放时间：6：30-20：00（11月1日-3月31日）,39.926417,116.3885,https://s.visitbeijing.com.cn/attraction/120861
荀慧生故居,荀慧生故居，为区级文物保护单位，位于北京市宣武区山西街。故居坐西朝东，四合院格局，东西长33米，南北长25米。如意式大门朝东开，两侧有圆形门鼓。进大门即是三间南客厅，用以接待宾客或传授技艺。,https://r1.visitbeijing.com.cn/vbj-s/2017/0828/20170828093524353.jpg,,,,39.891789,116.378286,https://s.visitbeijing.com.cn/attraction/120851
十三陵·昭陵,"昭陵是明朝第十二位皇帝穆宗朱载后及其三位皇后的合葬陵寝，是目前十三陵中第一座大规模复原修葺的陵园，也是地面建筑最完整的陵园。地面建筑由神功圣德碑亭、祾恩门、祾恩殿、两庑配殿、宰牲亭、神厨、神库等组成。
明昭陵建筑规制有它独特的建筑风格，平面布局严谨、施工精细，依山势建有完整的排水系统。祾恩殿内举办有“明昭陵秋祭复原陈列”，再现了明代秋祭时殿内供品丰洁、乐器齐备的隆重场面。左右配殿分别布置有“明昭陵帝后史料陈列”和“明代皇族墓葬史料陈列”，介绍埋葬在昭陵内的隆庆皇帝和孝懿、孝安、孝定三皇后的有关情况，以及明代亲王、妃嫔的墓葬规制。",https://r1.visitbeijing.com.cn/vbj-s/2017/0810/20170810041028635.jpg,010-60762842,,,40.31081,116.202591,https://s.visitbeijing.com.cn/attraction/120773
十三陵·康陵,明康陵，位于昌平天寿山陵区莲花山东麓，是明朝第十位皇帝武宗朱厚照和皇后夏氏的合葬陵墓。建陵用时1年，总体布局沿袭前制，呈前方后圆形状。康陵是目前发现的十三陵中砖碑铭文最多的一个陵。该陵建于正德十六年(1521年)，占地2.7万平方米。明末，康陵曾遭到烧毁，在清朝乾隆年间，曾被整修。,https://r1.visitbeijing.com.cn/vbj-s/2017/0810/20170810034829625.jpg,,,,40.158332,116.039743,https://s.visitbeijing.com.cn/attraction/120772
十三陵·裕陵,明裕陵，位于明十三陵天寿山西峰石门山南麓，是明朝第六位皇帝明英宗朱祁镇和皇后钱氏、周氏的合葬陵寝。裕陵经多年风雨已残破不全，于2001年进行了彻底的修缮。,https://r1.visitbeijing.com.cn/vbj-s/2017/0811/20170811100747438.jpg,010-60761888,,,40.27265,116.225074,https://s.visitbeijing.com.cn/attraction/120771
十三陵·泰陵,明泰陵，位于笔架山东南麓，这里又称“施家台”，或“史家山”，是明朝第九帝孝宗敬皇帝朱祐樘（年号弘治）及皇后张氏的合葬陵寝。,https://r1.visitbeijing.com.cn/vbj-s/2017/0726/20170726052647522.jpg,,,,40.220952,116.231034,https://s.visitbeijing.com.cn/attraction/120703
十三陵·庆陵,庆陵，位于十三陵中的长陵西北1.5公里，献陵西北约0.5公里，北京昌平天寿山陵内黄山寺二岭南麓，是明朝第十四位皇帝——明光宗朱常洛和皇后郭氏、王氏、刘氏的合葬陵寝。,https://r1.visitbeijing.com.cn/vbj-s/2017/0726/20170726050930174.jpg,,,,40.223044,116.075565,https://s.visitbeijing.com.cn/attraction/120702
十三陵·景陵,明景陵是指明朝第五位皇帝宣宗朱瞻基与皇后孙氏的合葬陵寝，位于天寿山东峰（又名黑山）之下，建造动用10万余人，在1463年3月19日完工。,https://r1.visitbeijing.com.cn/vbj-s/2017/0726/20170726043521238.jpg,,,,40.210859,116.21743,https://s.visitbeijing.com.cn/attraction/120701
十三陵·永陵,"明永陵位于北京市昌平区天寿山阳翠岭南麓，是明朝第十一位皇帝世宗朱厚熜及陈氏、方氏、杜氏三位皇后的合葬陵寝。
朱厚熜的年号“嘉靖“史称嘉靖皇帝，在位时间45年，是明朝皇帝在位时间最长者之一，仅次于神宗皇帝朱翊钧的在位时间48年。由于朱厚熜在位时间长，所以嘉靖皇帝的永陵修建规模仅次于明成祖的长陵，迄今保护较好。
永陵建筑独特、规模宏大，是明十三陵中的代表陵墓。永陵因可能有《永乐大典》陪葬而闻名于世。",https://r1.visitbeijing.com.cn/vbj-s/2017/0726/20170726040703681.jpg,,,,40.220952,116.231034,https://s.visitbeijing.com.cn/attraction/120700
十三陵·茂陵,"明茂陵，位于明十三陵明裕陵右侧的聚宝山下，是明朝第八位皇帝明宪宗朱见深和王氏、纪氏、邵氏三位皇后的合葬陵寝。
成化二十三年（1487年）八月二十二日去世年41岁。谥“继天凝道诚明仁敬崇文肃武宏德圣孝纯皇帝”。同年十二月十七日葬茂陵。 茂陵始建于1487年9月，同年12月玄宫建成，葬入宪宗皇帝和纪氏。1488年4月，陵寝建成，历时八个月。茂陵陵园的形制大体与裕陵相同，但规模略大。宝城内琉璃照壁后面设有左右两个方向的踏跺，这一点与其他各陵不同。",https://r1.visitbeijing.com.cn/vbj-s/2017/0721/20170721032036474.jpg,,,,,,https://s.visitbeijing.com.cn/attraction/120699
十三陵·石牌坊,立在北京市昌平区天寿山明十三陵前的陵门是全国现存最大的石牌坊，这是一座六柱五间十一楼的彩绘超大石坊，高五十尺（合16米），宽一百零四尺（合35米），其上巨大的汉白玉石构件和精美的石雕工艺堪称一绝。,https://r1.visitbeijing.com.cn/vbj-s/2017/0721/20170721014733310.jpg,,,,40.260924,116.226921,https://s.visitbeijing.com.cn/attraction/120698
十三陵·献陵,献陵是中国明朝第四位皇帝明仁宗朱高炽和皇后张氏的陵墓，坐落在北京西北郊昌平区境内的燕山山麓的天寿山，是明十三陵之一。,https://r1.visitbeijing.com.cn/vbj-s/2017/0721/20170721012958505.jpg,,,,40.220952,116.231034,https://s.visitbeijing.com.cn/attraction/120697
冯玉祥将军陈列室,慈善寺后面名为“灵境”的东跨院就是冯玉祥将军故居，北房5间和厢房已修缮一新，现被辟为爱国主义教育基地“冯玉祥将军事迹陈列室”。陈列室展出的内容分为：在祖国的大地上、挥师北伐、治军能手、将军在慈善寺的日子、实物陈列5部分。陈列室内有冯玉祥将军当年使用的卧具、桌椅、砚台、石磨、亲笔遗嘱、将军服等上百件遗物与老照片（含复制品），图文并茂地展示了将军忠诚爱国的一生，史料价值很珍贵。,https://r1.visitbeijing.com.cn/vbj-s/2017/0828/20170828043509509.jpg,010-88905988,,07:00-18:00,39.979595,116.157348,https://s.visitbeijing.com.cn/attraction/120854
太庙,太庙是中国古代皇帝的宗庙。太庙在夏朝时称为“世室”，殷商时称为“重屋”，周称为“明堂”，秦汉时起称为“太庙”。最早太庙只是供奉皇帝先祖的地方。后来皇后和功臣的神位在皇帝的批准下也可以被供奉在太庙。太庙平面呈长方形，南北长475米，东西宽294米，共有三重围墙，由前、中、后三大殿构成三层封闭式庭园。大殿耸立于整个太庙建筑群的中心，面阔十一间，进深四间，建筑面积达2240平方米;重檐庑殿顶，三重汉白玉须弥座式台基，四周围石护栏;殿内的主要梁栋外包沉香木，别的建筑构件均为名贵的金丝楠木。,https://r1.visitbeijing.com.cn/vbj-s/2019/0712/20190712014001951.jpg,(010)65252189,,开放时间：08：00-20：00,39.908823,116.39747,https://s.visitbeijing.com.cn/attraction/119894
王府井小吃街,王府井小吃街是北京及各地名优风味小吃的荟萃之苑，位于王府井大街好友世界商场的南侧，街内有店铺、摊位百余个，是一家专门经营北京及各地风味小吃、旅游纪念品、民间工艺品的市场。它占地2000多平方米，建筑王府井小吃街面积1000余平方米，设施齐全、全天经营。代表当地的饮食习惯，风俗习惯。,https://r1.visitbeijing.com.cn/vbj-s/2016/0831/20160831040805956.jpg,暂无,,开放时间：10：00-22：00,,,https://s.visitbeijing.com.cn/attraction/119558
